Comuna,Poblacion,Infectados,Suceptibles,Expuestos,Asintomaticos,UCI,Muerto,Recuperados,Cuarentenados,Time,Prevalencia,K_g,p_G,K_0,Fecha,Cuarentena,Estrategia
viña del mar,334248,211.1118437157764,332956.0057182578,5.814404914792085,81.01935099169818,32.295353281504944,11.058906472488998,950.6944223658559,1.9411777390557073e-12,14,63.16024141229757,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-28,Cuarentena,Cuarentena nacional
zapallar,7339,1.313366088988601,7332.761243327163,0.04064455046867077,0.49002703171949635,0.14881855967054197,0.033364331128186396,4.212536110861689,9.395390487108085e-16,14,17.89570907465051,2.1184568792992566,7.812499999999999e-4,0.5,2020-04-28,Cuarentena,Cuarentena nacional
algarrobo,13817,6.69153202556122,13756.853984883724,0.1254735586752798,2.219636348652627,1.4652879646291275,0.6671688708410383,48.97691634791292,3.316324604967018e-15,15,48.42970272534719,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
cabildo,19388,9.352714598056782,19327.21348119098,0.1833171488915605,2.9969356607541515,1.4630323509727823,0.4421954405313408,46.348323609816156,6.538166058505082e-15,15,48.23970805682268,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
calera,50554,15.638988941144657,50422.2855332021,0.3003527723455481,5.5082568411956485,3.175724959767761,1.3896156241052504,105.70152765934404,4.448973353366529e-14,15,30.93521569241733,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
calle larga,14832,4.424591490924414,14794.07491765779,0.08689961003050392,1.6291938564232369,0.9444788248251507,0.4427608525752916,30.43715770743166,3.829790362360568e-15,15,29.831388153481754,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
cartagena,22738,14.27169343172573,22638.269973478033,0.29139945848875837,4.80321598199664,2.5346319856138595,0.9514625411385357,76.91762312300675,8.978656000966972e-15,15,62.76582562989589,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
casablanca,26867,14.973686250642578,26763.296551032076,0.31615689055258567,5.110461509235736,2.518022102854008,0.904633358607613,79.88048885602785,1.2544043956221114e-14,15,55.73263204169643,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
catemu,13998,3.259820582091026,13977.684819471613,0.06853202404804372,1.0680477005768354,0.4896433964894613,0.14292249261136517,15.286214332570843,3.415585467847929e-15,15,23.28775955201476,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
concon,42152,14.154469410366497,42030.245859976094,0.27061192687401303,5.104442401182869,3.02105918732205,1.4007050857643921,97.80285201240045,3.091957428656688e-14,15,33.57959150305204,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
el quisco,15955,7.692639297195123,15884.784597563696,0.13608714196610247,2.6478873995015575,2.1012489786659887,1.1097637822754562,56.60777583669817,4.421622384532367e-15,15,48.21459916762848,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
el tabo,13286,6.3364297579771165,13234.51116222054,0.11924898947460434,2.0957183867431164,1.4280949078880698,0.664804476782698,40.84454126059172,3.0678263145072738e-15,15,47.69253167226491,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
hijuelas,17988,4.818413941212753,17957.898539238588,0.10109997318309732,1.5821137533297263,0.7236204138215142,0.21157680859518183,22.66463587127485,5.6386199073994176e-15,15,26.7868242228861,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
juan fernandez,926,0.4332936846130064,923.1422996626757,0.007564348376875713,0.1272834135319296,0.06983075299709111,0.021312104709663857,2.198416033095699,1.4915927437981562e-17,15,46.79197458023827,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
la ligua,35390,14.133079207642567,35302.6107857427,0.3050478435038945,4.621705668340719,2.068729238437181,0.5876777435857545,65.67297455579742,2.1802834650480926e-14,15,39.9352337034263,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
limache,46121,18.06576896754525,45950.4572711058,0.3321318297267995,6.682319805799152,4.412440210143662,2.2412504306913785,138.80881765028863,3.698103795611696e-14,15,39.17037568037391,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
llaillay,24608,6.449439202133834,24557.436192894118,0.12719891367347963,2.26723971052166,1.2693248180935623,0.545349490664945,39.94525497079737,1.0548377557213455e-14,15,26.208709371480143,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
los andes,66708,22.893168322161696,66540.91901427813,0.4600317912903355,7.743585279831691,4.050538185440881,1.534891121225106,130.39877102192375,7.746904752897181e-14,15,34.318475028724734,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
nogales,22120,5.632167205188584,22085.329890017052,0.12138253462641294,1.8821995713557749,0.8329417245621448,0.23992096697971124,25.9614979802281,8.527746556047545e-15,15,25.461877057814576,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
olmue,17516,6.463786186555116,17469.710617395627,0.12767437218728114,2.155901017901615,1.1739930836733508,0.4492964770118858,35.93873146704406,5.340229124170653e-15,15,36.902181928266245,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
panquehue,7273,2.995389339218382,7254.9511629349445,0.06918906839963986,1.018736717897438,0.43190134284148957,0.12298404805435205,13.41063654864531,9.20790959545326e-16,15,41.18505897454121,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
papudo,6356,1.343875306802252,6348.114275977753,0.030919580029191793,0.45720350709434643,0.18958335684544247,0.052299611147845315,5.811842660327258,7.043860480037877e-16,15,21.143412630620706,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
petorca,9826,5.8592268851889235,9761.142797786482,0.096450354525469,2.1754567062489083,1.7892227594572017,1.026130231428342,53.91071527667117,1.6728003061482628e-15,15,59.62982785659397,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
puchuncavi,18546,2.350262232393157,18531.850924717302,0.05063471653629103,0.7710589855198773,0.34308942396079767,0.09686850382707773,10.537161420460569,6.000984671700084e-15,15,12.672609901828736,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
putaendo,16754,3.040258315390984,16729.23695117493,0.062399315961823146,1.0808005215263927,0.6201042382798445,0.27625189568266234,19.683234538228977,4.89317577209901e-15,15,18.146462429216808,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
quillota,90517,32.97492695875304,90239.43601345645,0.6132137559500204,11.461472454187822,6.875227907294239,3.0565962829099105,222.58254918444962,1.4254703506425788e-13,15,36.42954026177738,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
quilpue,151708,41.73305012282684,151377.65091675305,0.8153991193508399,14.330378700553483,8.231476338983176,3.4865772111992803,261.7522017540385,4.008533439552173e-13,15,27.508799880577715,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
quintero,31923,8.83497940023558,31858.77965395919,0.17811111111681213,2.9766191932748076,1.5048013168229752,0.535509398104557,50.19032562126022,1.7752266945310794e-14,15,27.675905774004885,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
rinconada,10207,3.80306895163219,10173.280236151806,0.07596240531943063,1.4337930040771711,0.8378161097157136,0.40742971223961744,27.201693665211696,1.812070523989603e-15,15,37.259419532009304,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
san antonio,91350,75.4908775878122,90789.94654830793,1.486813866618358,25.535128119670183,13.850376302503935,5.438796390709277,438.251459424774,1.4460507495395313e-13,15,82.63916539443042,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
san esteban,18855,3.544302765220838,18832.97719242879,0.07462856587913913,1.1627298104269734,0.5299894316980384,0.15425429131320828,16.556902706673423,6.199364693939476e-15,15,18.797681067201474,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
san felipe,76844,26.6534793852108,76661.24638643267,0.5649073940481373,9.0948743133919,4.376822889284927,1.520727048777504,140.5428025366158,1.028128376249967e-13,15,34.68517956536724,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
santa maria,15241,2.683454063236934,15222.477971251357,0.05745476483566873,0.8864206931065463,0.39767680969061764,0.11480506377845615,14.38221735399624,4.050517095538149e-15,15,17.606810991647098,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
santo domingo,10900,8.747748679195627,10806.75182015836,0.1611720889819778,3.311718855856625,2.440420694199427,1.3648855673135205,77.22223395609066,2.053512337681712e-15,15,80.25457503849199,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
valparaiso,296655,121.07621362075047,295768.57397997414,2.4121863311584524,40.87024682853746,21.387946140152646,8.012297563551147,692.6671295417154,1.5311196548903688e-12,15,40.8138118760009,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
villa alemana,126548,27.637142006327245,126341.82596092163,0.5333964383703989,9.22296798427088,4.8980148574742834,1.8179614390209986,162.06455635290723,2.791083275543681e-13,15,21.839256255592534,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
viña del mar,334248,168.41720029639828,332956.0056464738,3.3296882736498157,57.58223532088804,31.968454573661354,12.996627669379293,1017.7001473921224,1.9416519286793892e-12,15,50.38689843960122,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
zapallar,7339,1.0566932086310268,7332.7612425935895,0.02327581803074652,0.34446896921224895,0.15192795299509865,0.04229344470841891,4.6200980128339735,9.396019370433984e-16,15,14.398326865118229,2.109228439649628,3.9062499999999997e-4,0.5,2020-04-29,Cuarentena,Cuarentena nacional
algarrobo,13817,5.222886652752437,13756.853984466692,0.07185279678471099,1.5701685914707606,1.407108248839317,0.7550861487187859,51.11891309473668,3.3169663776819778e-15,16,37.80043897193629,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
cabildo,19388,7.319817880134733,19327.213480641058,0.10497703689130874,2.102677455620056,1.4368817923216526,0.5299773815897076,49.29218781238453,6.539403090601701e-15,16,37.75437322124372,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
calera,50554,12.220203823003747,50422.285532064256,0.17199802456347468,3.9280752731304296,3.060299397212443,1.580159121691316,110.75373229613717,4.449527717439769e-14,16,24.172575509363742,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
calle larga,14832,3.460375588696091,14794.074917215994,0.049763466344002104,1.1684889323760537,0.9070790971654407,0.4994295820648006,31.87994611736049,3.8302543437360865e-15,16,23.33047187632208,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
cartagena,22738,11.189517670172657,22638.269971977767,0.16687127564231985,3.391856856718657,2.4680528782607,1.1035404602753673,81.45018888116897,8.980881263184607e-15,16,49.2106503218078,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
casablanca,26867,11.76014388729702,26763.29654903155,0.18104910878687627,3.6115206850620103,2.46084824905611,1.0557146847788534,84.63417435346122,1.2546798229489141e-14,16,43.77170464620918,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
catemu,13998,2.5604917404171403,13977.68481906104,0.039245244856590256,0.7496612968174434,0.4830204372134463,0.17230109640073282,16.310461123254893,3.4158954551807235e-15,16,18.291839837242037,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
concon,42152,11.055621882198295,42030.24585884187,0.15496693850956592,3.65397191821406,2.901019440977459,1.581968637003715,102.40659234123848,3.092378650819748e-14,16,26.227988902539135,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
el quisco,15955,5.984693265939044,15884.784597205437,0.07793060194851983,1.8893287756147301,1.9945985233845478,1.2358387209954156,59.11301290667866,4.4224911590788e-15,16,37.509829307045095,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
el tabo,13286,4.946694343757727,13234.511161804998,0.06828829840450074,1.4815608490832186,1.3696106603818115,0.7504901712559822,42.87219387211705,3.0684105198091852e-15,16,37.23238253618642,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
hijuelas,17988,3.784246255981593,17957.898538662484,0.05789543254159879,1.1110160411118688,0.7136932913934605,0.2549940334244727,24.17961628306754,5.639209065484963e-15,16,21.03761538793414,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
juan fernandez,926,0.3375258766941689,923.1422996603663,0.00433172317473463,0.08832871308930292,0.06835424120394652,0.025501949889489322,2.3336578355819677,1.4918656524474223e-17,16,36.44987869267482,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
la ligua,35390,11.120422306715701,35302.61078400732,0.17468725260749987,3.2371606651620146,2.0466302065357214,0.7118014978919854,70.09851406378195,2.1806210634671072e-14,16,31.422498747430637,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
limache,46121,14.07988060774599,45950.45726993382,0.1901963223406483,4.809113602529095,4.205972828459937,2.5059968432999984,144.7515698618035,3.69869927455989e-14,16,30.528133838698185,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
llaillay,24608,5.047003253311767,24557.43619228005,0.07284101762619048,1.614270107964101,1.2259119281622153,0.6215089797505586,42.022272433139605,1.0549485810164068e-14,16,20.50960359765835,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
los andes,66708,17.935785346071384,66540.91901213588,0.2634391509402406,5.475584966347035,3.9415804372210026,1.7779234123515588,137.68667455119484,7.747957429858059e-14,16,26.887008074101132,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
nogales,22120,4.429504783302209,22085.329889282788,0.06951039084594743,1.323965374647332,0.8230258781159273,0.28989747045343994,27.73420681984088,8.528593018428198e-15,16,20.024886000462068,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
olmue,17516,5.059420557439377,17469.71061689031,0.07311317999009963,1.5224087685338619,1.140738545102751,0.5197360620322868,37.99396599659368,5.341009223289123e-15,16,28.884565868002834,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
panquehue,7273,2.363567221837665,7254.951162003502,0.03962202189339761,0.7168792746588327,0.42791156014093945,0.14889812862484145,14.351959789343258,9.209380617236716e-16,16,32.4978306316192,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
papudo,6356,1.0608637484357677,6348.114275729171,0.017706332871935827,0.32148136479402944,0.1882952968823597,0.06367461255857186,6.233702915285386,7.044436988098489e-16,16,16.69074494077671,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
petorca,9826,4.540842950142832,9761.14279758216,0.0552324586217845,1.5736847005598762,1.6868245584925659,1.1334835969957742,55.86713415302806,1.6732187781183035e-15,16,46.212527479572884,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
puchuncavi,18546,1.849242099177456,18531.85092445206,0.028996214027934904,0.5403342721979655,0.33955344368818213,0.11745386926472559,11.273495649583701,6.001279535436422e-15,16,9.971110208009577,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
putaendo,16754,2.383475318014403,16729.236950740953,0.035733375597399676,0.7697763062696399,0.5980706491480597,0.313458149979453,20.662535460039965,4.8935309276922445e-15,16,14.226306064309435,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
quillota,90517,25.7254758802352,90239.4360115819,0.35115846983423155,8.16844960258418,6.612604045568702,3.4691099573475648,233.23719046252134,1.425679939036647e-13,16,28.420601522625805,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
quilpue,151708,32.643363164044324,151377.65091356498,0.46694114529265274,10.171469200246056,7.95177343146137,3.980465791538271,275.135073702427,4.0089738164819946e-13,16,21.517232554673665,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
quintero,31923,6.922649369427957,31858.77965316952,0.10199604133528249,2.1034060432950525,1.4687085177977737,0.6257974771139355,52.99778938151505,1.775420840770978e-14,16,21.68545991738858,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
rinconada,10207,2.9762241702329377,10173.280235673403,0.0435003173481072,1.0312780246726467,0.8030932622656384,0.45769867882256027,28.447969873258426,1.812345904066367e-15,16,29.15865749224001,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
san antonio,91350,59.07768024335476,90789.94654212263,0.8514295106129101,18.07460266250182,13.441047292313286,6.269818968859513,462.3388791997301,1.446526015828088e-13,16,64.67179008577423,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
san esteban,18855,2.784344457034526,18832.97719203942,0.04273640573012237,0.8161474467320743,0.5229713802580889,0.1860536572150906,17.6705546136137,6.199818741158214e-15,16,14.76714111394604,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
san felipe,76844,20.937765762810717,76661.24638212481,0.3234982856327239,6.42591419725342,4.285257133541476,1.7833364221345998,148.9978460738006,1.0282686741695454e-13,16,27.247105516124506,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
santa maria,15241,2.1098842461689933,15222.477970898603,0.03290179928385163,0.6224488294752413,0.39282225452867753,0.1386656723598932,15.225306299581828,4.050794659332635e-15,16,13.843476452785206,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
santo domingo,10900,6.814311188903899,10806.751819250878,0.09229603535983004,2.392394135494663,2.310539458969157,1.511310808965486,80.12732912142606,2.054196891273303e-15,16,62.51661641196237,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
valparaiso,296655,94.822611916804,295768.57397032506,1.3813471207767312,28.898716854587846,20.8185932293929,9.295574331960307,731.2091862214317,1.5313672034277577e-12,16,31.963935182890562,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
villa alemana,126548,21.610446633755476,126341.8259593403,0.3054508237920835,6.518569957257377,4.764436998670646,2.1118423304694556,170.86329391573247,2.7913251156112045e-13,16,17.07687725902857,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
viña del mar,334248,131.81991637892452,332956.0056326682,1.9067583725509714,40.821242453261476,30.96529496665333,14.914734943798974,1071.566420216499,1.9420415630173346e-12,16,39.43775770653063,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
zapallar,7339,0.8325546636855862,7332.761242452166,0.013329028671812876,0.24082084844482446,0.1506317998397272,0.05140912188812484,4.950012085304874,9.39654130847697e-16,16,11.344252128158962,2.104614219824814,1.9531249999999998e-4,0.5,2020-04-30,Cuarentena,Cuarentena nacional
algarrobo,13817,4.015559072511663,13756.853984387539,0.041146552527049025,1.1107997938267122,1.3301723479011514,0.8395126436491449,52.80882520204158,3.317481010120218e-15,17,29.06245257662056,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
cabildo,19388,5.639335241236113,19327.21348053675,0.060115159619970694,1.4732968319975057,1.3819383050097016,0.6161902891290069,51.61564363625585,6.540396769908434e-15,17,29.086730148731757,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
calera,50554,9.405007541055916,50422.28553184812,0.09849481139937068,2.8036363760457363,2.900990596057559,1.7637770855240626,114.74256174179246,4.4499726176967627e-14,17,18.603884046872487,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
calle larga,14832,2.6654633406677135,14794.07491713199,0.028497111740795698,0.8391230165558986,0.8576717215063873,0.553854327894727,33.02047334964669,3.830627121144078e-15,17,17.971031153369157,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
cartagena,22738,8.63436896958151,22638.269971692687,0.09555904976049524,2.3932894244662526,2.3586829340198388,1.2516236329710093,85.036504296516,8.982673298038934e-15,17,37.97330006852631,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
casablanca,26867,9.087677008960968,26763.296548651255,0.10367807507103717,2.5497275205177203,2.358579200001832,1.20336557972222,88.40042396446395,1.2549020152863353e-14,17,33.82468086857843,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
catemu,13998,1.9785453729181368,13977.684818982932,0.022473850803345054,0.5251938353784054,0.4661950280154251,0.20128232263353962,17.121490607319085,3.4161454890829055e-15,17,14.134486161724078,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
concon,42152,8.506532237837016,42030.24585862643,0.08874196654255408,2.6189833776392843,2.7425181788763657,1.7560298034623627,106.04133580921423,3.092716584849891e-14,17,20.18061358378491,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
el quisco,15955,4.589572556709925,15884.78459713747,0.04462699386852589,1.350011200873165,1.868268366016696,1.3555146323984881,61.08740911266051,4.423186166475845e-15,17,28.76573210097101,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
el tabo,13286,3.803811708349503,13234.511161726088,0.03910534380722769,1.0473223280350992,1.2934257461420036,0.8326668108788909,44.4725063366965,3.068879182810648e-15,17,28.630225111768052,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
hijuelas,17988,2.9238784204264316,17957.898538552923,0.03315390426642335,0.7787961649810097,0.68872560987022,0.2978156309080803,25.379091716631486,5.639684205484031e-15,17,16.25460540597305,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
juan fernandez,926,0.2589870406944616,923.1422996599274,0.0024805598637598495,0.06117073400222865,0.06555542716658233,0.029603204361726112,2.4399033739837637,1.4920836938559356e-17,17,27.968362925967778,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
la ligua,35390,8.60490501409394,35302.61078367718,0.10003491069280164,2.2618640633401697,1.9797821499352883,0.8345993102841288,73.60803087448834,2.1808939185809647e-14,17,24.314509788341173,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
limache,46121,10.815147896504978,45950.45726971138,0.10891606514584187,3.46797311552994,3.9529299866728,2.7583552130075946,149.43940801175597,3.699176184835875e-14,17,23.449508676101946,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
llaillay,24608,3.8889492644852597,24557.43619216324,0.041712494423672995,1.1499263113066271,1.1641773329609684,0.6950636954402915,43.6639787381463,1.055037661446881e-14,17,15.80359746621123,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
los andes,66708,13.831898261966787,66540.91901172847,0.1508587246047245,3.8699814307201503,3.764917688307875,2.014418238584819,143.44891392734132,7.748804365766075e-14,17,20.734991698097357,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
nogales,22120,3.4263998770267654,22085.329889143137,0.03980523526526508,0.929651163386781,0.7953927091537469,0.33927902314039554,29.139582848885418,8.529276773141374e-15,17,15.490053693611054,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
olmue,17516,3.898738770225532,17469.710616794335,0.041868327249292965,1.0744957271946578,1.088330272170523,0.5881803747384519,39.617769734086515,5.341636279215807e-15,17,22.258156943511825,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
panquehue,7273,1.833375518488859,7254.9511618261595,0.022689711247206847,0.5032449550150834,0.4144780682185422,0.1745728222332978,15.100477098638384,9.210573318848665e-16,17,25.20796808041879,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
papudo,6356,0.8231240170919821,6348.114275681852,0.010139571271761148,0.22550311420189836,0.1827164752248819,0.07497233037151345,6.569268809985469,7.044904693328987e-16,17,12.950346398552268,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
petorca,9826,3.4721484809279297,9761.142797543449,0.03162888253946199,1.1418115491082659,1.5712815806186997,1.2346930705053283,57.40563889285452,1.673552298064143e-15,17,35.33633707437339,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
puchuncavi,18546,1.4309041400668145,18531.850924401588,0.016604720041417262,0.3777695480055873,0.3285526809288823,0.1378270758860165,11.857417433481112,6.001517851252884e-15,17,7.715432654301814,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
putaendo,16754,1.839383121598462,16729.236950658335,0.020462784881817256,0.5483639406157789,0.5674037036043409,0.3493423889283365,21.438093402036827,4.893817049725502e-15,17,10.97876997492218,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
quillota,90517,19.772892490060386,90239.436011226,0.20109110356333992,5.827532121365957,6.2585748876705285,3.8658662000816864,241.6380319712298,1.425847855950477e-13,17,21.844396621695797,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
quilpue,151708,25.14258049154363,151377.65091295948,0.2673942528282139,7.220967567588952,7.5524296509954265,4.457572197425953,285.7081428801514,4.0093276266167096e-13,17,16.57300899856542,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
quintero,31923,5.339090280313085,31858.7796530195,0.058408139505667596,1.4854945605972951,1.4060603256358395,0.7139199881818019,55.21737368627443,1.7755770484726532e-14,17,16.724901420020313,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
rinconada,10207,2.293926997349702,10173.280235582415,0.024910529126499097,0.7427958913337537,0.7582482653947278,0.5058842745584986,29.43399845982412,1.8125673330008074e-15,17,22.474056993726872,2.1023071099124073,9.765624999999999e-5,0.5,2020-05-01,Cuarentena,Cuarentena nacional
